,Name,Market_cap,price,circulating_supply,symbol,Date
0,Bitcoin,385208305831.57,20127.14,"19,138,750",BTC,01 September 2022
1,Ethereum,193834454491.69,1586.18,"122,202,301",ETH,01 September 2022
2,Tether,67551112128.6,1.0,"67,550,404,113",USDT,01 September 2022
3,USD Coin,52026303625.37,1.0,"52,027,528,034",USDC,01 September 2022
4,BNB,44919072541.51,278.42,"161,337,261",BNB,01 September 2022
5,Binance USD,19427080928.18,1.0,"19,418,545,041",BUSD,01 September 2022
6,XRP,16541923560.0,0.3332,"49,646,492,379",XRP,01 September 2022
7,Cardano,15637621559.45,0.4575,"34,182,049,158",ADA,01 September 2022
8,Solana,11045834220.47,31.59,"349,710,214",SOL,01 September 2022
9,Dogecoin,8274909579.98,0.06237,"132,670,764,300",DOGE,01 September 2022
10,Polkadot,7996006410.07,7.19,"1,112,615,133",DOT,01 September 2022
11,Polygon,7687418965.27,0.8854,"8,682,124,704",MATIC,01 September 2022
12,Dai,6977131560.61,0.9998,"6,978,409,005",DAI,01 September 2022
13,Shiba Inu,6753252613.13,1.23e-05,"549,063,278,876,302",SHIB,01 September 2022
14,TRON,5843181764.28,0.06325,"92,381,881,287",TRX,01 September 2022
15,Avalanche,5685198261.06,19.31,"294,466,850",AVAX,01 September 2022
16,UNUS SED LEO,5296429228.34,5.55,"953,954,130",LEO,01 September 2022
17,Wrapped Bitcoin,4980840777.4,20103.48,"247,760",WBTC,01 September 2022
18,Uniswap,4712600948.37,6.32,"745,647,568",UNI,01 September 2022
19,Ethereum Classic,4497661698.41,32.91,"136,646,418",ETC,01 September 2022
20,Bitcoin,382212933183.84,19969.77,"19,139,575",BTC,02 September 2022
21,Ethereum,192760741605.52,1577.22,"122,215,467",ETH,02 September 2022
22,Tether,67556398533.4,1.0,"67,550,404,113",USDT,02 September 2022
23,USD Coin,51758902179.34,1.0,"51,753,684,615",USDC,02 September 2022
24,BNB,44757554222.55,277.42,"161,337,261",BNB,02 September 2022
25,Binance USD,19560016508.94,1.0,"19,555,493,326",BUSD,02 September 2022
26,XRP,16445851060.42,0.3313,"49,646,492,379",XRP,02 September 2022
27,Cardano,15537756338.82,0.4546,"34,182,044,153",ADA,02 September 2022
28,Solana,10920704686.95,31.23,"349,709,512",SOL,02 September 2022
29,Dogecoin,8177162497.1,0.06164,"132,670,764,300",DOGE,02 September 2022
30,Polkadot,8126875221.64,7.3,"1,112,957,784",DOT,02 September 2022
31,Polygon,7570538165.35,0.872,"8,682,124,704",MATIC,02 September 2022
32,Dai,7005646499.26,1.0,"7,004,309,613",DAI,02 September 2022
33,Shiba Inu,6684012898.39,1.217e-05,"549,063,278,876,302",SHIB,02 September 2022
34,TRON,5782379045.35,0.06259,"92,380,266,123",TRX,02 September 2022
35,Avalanche,5553867196.45,18.86,"294,468,787",AVAX,02 September 2022
36,UNUS SED LEO,5149120144.89,5.4,"953,954,130",LEO,02 September 2022
37,Wrapped Bitcoin,4951629315.7,19961.45,"248,060",WBTC,02 September 2022
38,Uniswap,4772217189.41,6.4,"745,490,313",UNI,02 September 2022
39,Ethereum Classic,4437224922.77,32.47,"136,663,869",ETC,02 September 2022
40,Bitcoin,379595440556.6,19832.09,"19,140,468",BTC,03 September 2022
41,Ethereum,190294120192.45,1556.87,"122,228,445",ETH,03 September 2022
42,Tether,67555369461.95,1.0,"67,550,404,113",USDT,03 September 2022
43,USD Coin,51862761777.23,1.0,"51,856,213,560",USDC,03 September 2022
44,BNB,44815551874.48,277.78,"161,337,261",BNB,03 September 2022
45,Binance USD,19556247185.4,1.0,"19,555,493,326",BUSD,03 September 2022
46,Cardano,16420612567.82,0.4804,"34,182,044,153",ADA,03 September 2022
47,XRP,16381795218.55,0.33,"49,646,492,379",XRP,03 September 2022
48,Solana,10879255849.52,31.11,"349,708,669",SOL,03 September 2022
49,Dogecoin,8317606742.02,0.06269,"132,670,764,300",DOGE,03 September 2022
50,Polkadot,8110459660.98,7.29,"1,113,283,427",DOT,03 September 2022
51,Polygon,7720796320.95,0.8893,"8,682,124,704",MATIC,03 September 2022
52,Dai,7005005693.28,1.0,"7,003,405,093",DAI,03 September 2022
53,Shiba Inu,6757780215.98,1.231e-05,"549,063,278,876,302",SHIB,03 September 2022
54,TRON,5830217140.93,0.06311,"92,379,357,383",TRX,03 September 2022
55,Avalanche,5558436753.5,18.88,"294,485,404",AVAX,03 September 2022
56,UNUS SED LEO,4940728187.91,5.18,"953,954,130",LEO,03 September 2022
57,Wrapped Bitcoin,4915214465.61,19814.65,"248,060",WBTC,03 September 2022
58,Uniswap,4701499427.0,6.3,"745,861,024",UNI,03 September 2022
59,Ethereum Classic,4408257266.51,32.25,"136,680,972",ETC,03 September 2022
60,Bitcoin,382576542382.12,19986.71,"19,141,543",BTC,04 September 2022
61,Ethereum,192853381586.06,1577.64,"122,241,565",ETH,04 September 2022
62,Tether,67554552922.52,1.0,"67,550,404,104",USDT,04 September 2022
63,USD Coin,51881772221.08,1.0,"51,876,228,265",USDC,04 September 2022
64,BNB,44987580579.29,278.84,"161,337,261",BNB,04 September 2022
65,Binance USD,19438038369.83,1.0,"19,433,224,173",BUSD,04 September 2022
66,Cardano,17196438526.17,0.5031,"34,182,044,153",ADA,04 September 2022
67,XRP,16472643158.02,0.3318,"49,646,492,379",XRP,04 September 2022
68,Solana,11232288701.59,32.11,"349,839,720",SOL,04 September 2022
69,Dogecoin,8388285911.62,0.06323,"132,670,764,300",DOGE,04 September 2022
70,Polkadot,8207842547.61,7.37,"1,113,617,437",DOT,04 September 2022
71,Polygon,7763819651.46,0.8942,"8,682,124,704",MATIC,04 September 2022
72,Shiba Inu,7043373460.54,1.283e-05,"549,063,278,876,302",SHIB,04 September 2022
73,Dai,6907059654.28,1.0,"6,905,195,194",DAI,04 September 2022
74,TRON,5867913136.97,0.06352,"92,379,037,267",TRX,04 September 2022
75,Avalanche,5596931299.35,19.01,"294,497,822",AVAX,04 September 2022
76,UNUS SED LEO,5016924079.11,5.26,"953,954,130",LEO,04 September 2022
77,Wrapped Bitcoin,4951539645.15,19961.09,"248,060",WBTC,04 September 2022
78,Uniswap,4825206870.83,6.47,"745,861,824",UNI,04 September 2022
79,Ethereum Classic,4436260430.43,32.45,"136,698,172",ETC,04 September 2022
80,Bitcoin,379258182345.45,19812.37,"19,142,493",BTC,05 September 2022
81,Ethereum,197707916935.91,1617.18,"122,254,498",ETH,05 September 2022
82,Tether,67552969301.48,1.0,"67,550,404,104",USDT,05 September 2022
83,USD Coin,51856082836.61,0.9999,"51,862,214,292",USDC,05 September 2022
84,BNB,44639749525.85,276.69,"161,337,261",BNB,05 September 2022
85,Binance USD,19434274304.12,1.0,"19,433,224,173",BUSD,05 September 2022
86,Cardano,17060980151.83,0.4991,"34,182,044,153",ADA,05 September 2022
87,XRP,16530280699.5,0.333,"49,646,492,379",XRP,05 September 2022
88,Solana,11262941461.85,32.19,"349,838,912",SOL,05 September 2022
89,Dogecoin,8323436798.78,0.06274,"132,670,764,300",DOGE,05 September 2022
90,Polkadot,8203561239.14,7.36,"1,113,974,431",DOT,05 September 2022
91,Polygon,7698701432.35,0.8814,"8,734,317,475",MATIC,05 September 2022
92,Shiba Inu,6920911551.45,1.26e-05,"549,063,278,876,302",SHIB,05 September 2022
93,Dai,6905291278.35,1.0,"6,904,017,714",DAI,05 September 2022
94,TRON,5815657736.55,0.06296,"92,377,446,492",TRX,05 September 2022
95,Avalanche,5721389289.48,19.43,"294,514,218",AVAX,05 September 2022
96,Ethereum Classic,5401113795.1,39.51,"136,714,595",ETC,05 September 2022
97,Wrapped Bitcoin,4915917317.44,19817.48,"248,060",WBTC,05 September 2022
98,Uniswap,4915107046.82,6.59,"745,863,424",UNI,05 September 2022
99,UNUS SED LEO,4842937206.52,5.08,"953,954,130",LEO,05 September 2022
100,Bitcoin,360616650169.39,18837.67,"19,143,381",BTC,06 September 2022
101,Ethereum,190949580969.12,1561.75,"122,266,532",ETH,06 September 2022
102,Tether,67549022274.08,1.0,"67,545,704,104",USDT,06 September 2022
103,USD Coin,51591236187.12,0.9999,"51,597,523,288",USDC,06 September 2022
104,BNB,42378199797.19,262.67,"161,337,261",BNB,06 September 2022
105,Binance USD,19729201579.5,1.0,"19,729,690,910",BUSD,06 September 2022
106,XRP,15996480398.32,0.3222,"49,646,492,379",XRP,06 September 2022
107,Cardano,15828529693.52,0.4631,"34,182,044,153",ADA,06 September 2022
108,Solana,10811183863.52,30.89,"349,970,016",SOL,06 September 2022
109,Dogecoin,7825361372.58,0.05898,"132,670,764,300",DOGE,06 September 2022
110,Polkadot,7676259735.09,6.88,"1,115,894,246",DOT,06 September 2022
111,Polygon,7152330046.66,0.8189,"8,734,317,475",MATIC,06 September 2022
112,Dai,6861813679.28,0.9986,"6,871,703,908",DAI,06 September 2022
113,Shiba Inu,6592194985.09,1.201e-05,"549,063,278,876,302",SHIB,06 September 2022
114,TRON,5613123792.23,0.06076,"92,374,922,715",TRX,06 September 2022
115,Avalanche,5369579341.8,18.22,"294,710,284",AVAX,06 September 2022
116,UNUS SED LEO,4904619199.9,5.14,"953,954,130",LEO,06 September 2022
117,Ethereum Classic,4733225678.46,34.62,"136,733,840",ETC,06 September 2022
118,Wrapped Bitcoin,4684581796.32,18854.55,"248,459",WBTC,06 September 2022
119,Uniswap,4362016413.33,5.85,"745,888,480",UNI,06 September 2022
120,Bitcoin,369299496559.03,19290.32,"19,144,287",BTC,07 September 2022
121,Ethereum,199305881389.88,1629.91,"122,280,570",ETH,07 September 2022
122,Tether,67553051342.8,1.0,"67,545,704,103",USDT,07 September 2022
123,USD Coin,51689106056.97,1.0,"51,689,470,351",USDC,07 September 2022
124,BNB,44974585825.42,278.76,"161,337,261",BNB,07 September 2022
125,Binance USD,19710977950.0,1.0,"19,706,930,458",BUSD,07 September 2022
126,XRP,16749087225.86,0.3374,"49,646,492,379",XRP,07 September 2022
127,Cardano,16382850423.84,0.4793,"34,182,044,153",ADA,07 September 2022
128,Solana,11546558098.3,32.71,"352,987,878",SOL,07 September 2022
129,Dogecoin,8106725009.2,0.0611,"132,670,764,300",DOGE,07 September 2022
130,Polkadot,8023576489.07,7.2,"1,114,619,895",DOT,07 September 2022
131,Polygon,7344212740.89,0.8408,"8,734,317,475",MATIC,07 September 2022
132,Dai,6849802213.58,1.0,"6,847,801,265",DAI,07 September 2022
133,Shiba Inu,6731341097.41,1.226e-05,"549,063,278,876,302",SHIB,07 September 2022
134,TRON,5710415758.78,0.06182,"92,373,491,386",TRX,07 September 2022
135,Avalanche,5610716449.79,19.03,"294,792,371",AVAX,07 September 2022
136,Ethereum Classic,5095296245.76,37.26,"136,750,199",ETC,07 September 2022
137,UNUS SED LEO,4895194954.74,5.13,"953,954,130",LEO,07 September 2022
138,Wrapped Bitcoin,4789568024.64,19277.1,"248,459",WBTC,07 September 2022
139,Uniswap,4566693143.9,6.12,"745,890,489",UNI,07 September 2022
140,Bitcoin,370071738762.95,19329.83,"19,145,106",BTC,08 September 2022
141,Ethereum,199992630006.37,1635.35,"122,293,648",ETH,08 September 2022
142,Tether,67552613240.04,1.0,"67,545,704,103",USDT,08 September 2022
143,USD Coin,51678540040.6,0.9999,"51,682,969,548",USDC,08 September 2022
144,BNB,45267601400.06,280.58,"161,337,261",BNB,08 September 2022
145,Binance USD,19912266463.02,0.9999,"19,914,503,967",BUSD,08 September 2022
146,XRP,16891985461.13,0.3402,"49,646,492,379",XRP,08 September 2022
147,Cardano,16382573043.44,0.4793,"34,182,044,153",ADA,08 September 2022
148,Solana,11863418423.12,33.61,"352,987,105",SOL,08 September 2022
149,Polkadot,8240338192.98,7.39,"1,115,001,503",DOT,08 September 2022
150,Dogecoin,8089886556.69,0.06098,"132,670,764,300",DOGE,08 September 2022
151,Polygon,7373628308.2,0.8442,"8,734,317,475",MATIC,08 September 2022
152,Dai,6874987463.92,1.0,"6,874,276,416",DAI,08 September 2022
153,Shiba Inu,6708969181.83,1.222e-05,"549,063,278,876,302",SHIB,08 September 2022
154,Avalanche,5647757971.5,19.12,"295,331,435",AVAX,08 September 2022
155,TRON,5655737659.03,0.06123,"92,372,082,662",TRX,08 September 2022
156,Ethereum Classic,5075416916.52,37.11,"136,768,195",ETC,08 September 2022
157,Wrapped Bitcoin,4808185301.85,19320.97,"248,858",WBTC,08 September 2022
158,UNUS SED LEO,4763449319.3,4.99,"953,954,130",LEO,08 September 2022
159,Uniswap,4603683564.52,6.17,"745,892,089",UNI,08 September 2022
160,Bitcoin,409363809141.15,21381.15,"19,146,012",BTC,09 September 2022
161,Ethereum,210255158289.95,1719.09,"122,306,403",ETH,09 September 2022
162,Tether,67562079308.59,1.0,"67,546,203,603",USDT,09 September 2022
163,USD Coin,51724537122.63,0.9999,"51,727,381,074",USDC,09 September 2022
164,BNB,47337502118.32,293.41,"161,337,261",BNB,09 September 2022
165,Binance USD,20002477850.49,1.0,"20,003,342,405",BUSD,09 September 2022
166,XRP,17813656402.91,0.3575,"49,826,021,773",XRP,09 September 2022
167,Cardano,17190844173.37,0.5029,"34,182,044,153",ADA,09 September 2022
168,Solana,12267250689.14,34.74,"353,118,417",SOL,09 September 2022
169,Polkadot,8667120374.29,7.77,"1,115,335,361",DOT,09 September 2022
170,Dogecoin,8493374187.57,0.06402,"132,670,764,300",DOGE,09 September 2022
171,Polygon,7786715361.1,0.8915,"8,734,317,475",MATIC,09 September 2022
172,Shiba Inu,7108878784.18,1.295e-05,"549,063,278,876,302",SHIB,09 September 2022
173,Dai,6874878324.9,1.0,"6,874,966,326",DAI,09 September 2022
174,Avalanche,6029690458.73,20.4,"295,561,751",AVAX,09 September 2022
175,TRON,5857761226.96,0.06342,"92,370,742,718",TRX,09 September 2022
176,Ethereum Classic,5366935523.78,39.24,"136,784,587",ETC,09 September 2022
177,Wrapped Bitcoin,5317482536.38,21367.51,"248,858",WBTC,09 September 2022
178,Uniswap,4853929447.56,6.51,"745,894,490",UNI,09 September 2022
179,UNUS SED LEO,4745385864.5,4.97,"953,954,130",LEO,09 September 2022
180,Bitcoin,415117548315.38,21680.54,"19,147,012",BTC,10 September 2022
181,Ethereum,217263495408.34,1776.2,"122,319,016",ETH,10 September 2022
182,Tether,67565211592.99,1.0,"67,546,203,603",USDT,10 September 2022
183,USD Coin,51677959746.59,0.9999,"51,685,055,610",USDC,10 September 2022
184,BNB,47912171545.45,296.97,"161,337,261",BNB,10 September 2022
185,Binance USD,20002899535.42,1.0,"20,003,342,405",BUSD,10 September 2022
186,XRP,17821814164.15,0.3577,"49,826,021,773",XRP,10 September 2022
187,Cardano,17515633783.21,0.5124,"34,182,044,153",ADA,10 September 2022
188,Solana,12403867342.36,35.13,"353,117,653",SOL,10 September 2022
189,Polkadot,8686313870.88,7.79,"1,115,671,938",DOT,10 September 2022
190,Dogecoin,8593943121.82,0.06478,"132,670,764,300",DOGE,10 September 2022
191,Polygon,7915008936.15,0.9062,"8,734,317,475",MATIC,10 September 2022
192,Shiba Inu,7297974098.35,1.329e-05,"549,063,278,876,302",SHIB,10 September 2022
193,Dai,6898785652.65,0.9997,"6,900,746,288",DAI,10 September 2022
194,Avalanche,6060267411.15,20.5,"295,658,830",AVAX,10 September 2022
195,TRON,5973489784.56,0.06467,"92,370,674,891",TRX,10 September 2022
196,Wrapped Bitcoin,5396104105.08,21683.44,"248,858",WBTC,10 September 2022
197,Ethereum Classic,5383459094.84,39.35,"136,801,595",ETC,10 September 2022
198,Uniswap,4979530466.64,6.68,"745,895,690",UNI,10 September 2022
199,UNUS SED LEO,4758141295.7,4.99,"953,954,130",LEO,10 September 2022
200,Bitcoin,416840289162.08,21769.26,"19,148,118",BTC,11 September 2022
201,Ethereum,215523920726.08,1761.8,"122,331,659",ETH,11 September 2022
202,Tether,67670904333.26,1.0,"67,652,203,603",USDT,11 September 2022
203,USD Coin,51601695543.86,1.0,"51,604,205,337",USDC,11 September 2022
204,BNB,47620609271.56,295.16,"161,337,261",BNB,11 September 2022
205,Binance USD,20000545579.16,0.9999,"20,003,342,405",BUSD,11 September 2022
206,XRP,17694152749.41,0.3551,"49,826,021,773",XRP,11 September 2022
207,Cardano,17424373509.96,0.5098,"34,182,044,153",ADA,11 September 2022
208,Solana,12352902118.71,34.97,"353,283,628",SOL,11 September 2022
209,Polkadot,8591192714.54,7.7,"1,116,007,262",DOT,11 September 2022
210,Dogecoin,8452981187.22,0.06371,"132,670,764,300",DOGE,11 September 2022
211,Polygon,7813837574.46,0.8946,"8,734,317,475",MATIC,11 September 2022
212,Shiba Inu,7139366303.56,1.3e-05,"549,063,278,876,302",SHIB,11 September 2022
213,Dai,6905721201.05,1.0,"6,904,361,909",DAI,11 September 2022
214,Avalanche,6108060998.97,20.66,"295,663,081",AVAX,11 September 2022
215,TRON,5920754258.74,0.0641,"92,370,658,148",TRX,11 September 2022
216,Wrapped Bitcoin,5408505484.18,21733.27,"248,858",WBTC,11 September 2022
217,Ethereum Classic,5266558381.13,38.49,"136,818,647",ETC,11 September 2022
218,Uniswap,4843933320.19,6.49,"745,895,690",UNI,11 September 2022
219,UNUS SED LEO,4828057845.41,5.06,"953,954,130",LEO,11 September 2022
220,Bitcoin,428373958242.41,22370.45,"19,149,100",BTC,12 September 2022
221,Ethereum,209669571067.84,1713.77,"122,344,397",ETH,12 September 2022
222,Tether,67737997534.69,1.0,"67,724,203,603",USDT,12 September 2022
223,USD Coin,51430360844.23,1.0,"51,429,795,382",USDC,12 September 2022
224,BNB,47378094637.03,293.66,"161,337,261",BNB,12 September 2022
225,Binance USD,20128971377.69,1.0,"20,124,060,214",BUSD,12 September 2022
226,XRP,17909722399.36,0.3594,"49,826,021,773",XRP,12 September 2022
227,Cardano,17143865605.36,0.5015,"34,182,044,153",ADA,12 September 2022
228,Solana,13226280441.43,37.42,"353,415,346",SOL,12 September 2022
229,Polkadot,8554082166.38,7.66,"1,116,451,944",DOT,12 September 2022
230,Dogecoin,8478271266.07,0.0639,"132,670,764,300",DOGE,12 September 2022
231,Polygon,8123022607.11,0.93,"8,734,317,475",MATIC,12 September 2022
232,Shiba Inu,7070122699.38,1.288e-05,"549,063,278,876,302",SHIB,12 September 2022
233,Dai,6890204218.97,0.9998,"6,891,863,452",DAI,12 September 2022
234,Avalanche,6312006912.35,21.35,"295,669,149",AVAX,12 September 2022
235,TRON,5895284486.81,0.06382,"92,369,090,508",TRX,12 September 2022
236,Wrapped Bitcoin,5556837267.62,22329.32,"248,858",WBTC,12 September 2022
237,Ethereum Classic,5251233213.6,38.37,"136,841,881",ETC,12 September 2022
238,Uniswap,5068761412.73,6.65,"762,167,781",UNI,12 September 2022
239,UNUS SED LEO,4805007373.68,5.04,"953,954,130",LEO,12 September 2022
240,Bitcoin,386523635968.98,20184.02,"19,149,981",BTC,13 September 2022
241,Ethereum,192686686469.48,1574.79,"122,357,095",ETH,13 September 2022
242,Tether,67821212699.39,1.0,"67,818,333,473",USDT,13 September 2022
243,USD Coin,51460580886.74,0.9999,"51,464,014,364",USDC,13 September 2022
244,BNB,44756567834.66,277.41,"161,337,261",BNB,13 September 2022
245,Binance USD,20204266513.83,1.0,"20,204,066,515",BUSD,13 September 2022
246,XRP,16589539786.16,0.3329,"49,826,021,773",XRP,13 September 2022
247,Cardano,15858074403.11,0.4639,"34,182,044,153",ADA,13 September 2022
248,Solana,11668423230.22,33.02,"353,414,588",SOL,13 September 2022
249,Dogecoin,7922139697.5,0.05971,"132,670,764,300",DOGE,13 September 2022
250,Polkadot,7902210221.76,7.08,"1,116,795,156",DOT,13 September 2022
251,Polygon,7390604119.82,0.8462,"8,734,317,475",MATIC,13 September 2022
252,Dai,6843362610.73,0.9984,"6,854,139,608",DAI,13 September 2022
253,Shiba Inu,6642722740.22,1.21e-05,"549,063,278,876,302",SHIB,13 September 2022
254,TRON,5609056148.33,0.06073,"92,367,620,375",TRX,13 September 2022
255,Avalanche,5583876691.98,18.89,"295,674,793",AVAX,13 September 2022
256,Wrapped Bitcoin,5016659005.54,20158.7,"248,858",WBTC,13 September 2022
257,Ethereum Classic,4836475282.03,35.34,"136,858,942",ETC,13 September 2022
258,UNUS SED LEO,4723609934.76,4.95,"953,954,130",LEO,13 September 2022
259,Uniswap,4606328777.29,6.04,"762,168,186",UNI,13 September 2022
260,Bitcoin,387631908834.78,20241.09,"19,150,743",BTC,14 September 2022
261,Ethereum,200044200373.75,1634.76,"122,369,526",ETH,14 September 2022
262,Tether,67892953530.34,1.0,"67,883,333,474",USDT,14 September 2022
263,USD Coin,50834222718.81,1.0,"50,832,213,738",USDC,14 September 2022
264,BNB,45075350228.14,279.39,"161,337,261",BNB,14 September 2022
265,Binance USD,20515117482.52,0.9999,"20,517,253,085",BUSD,14 September 2022
266,XRP,17044594426.56,0.3421,"49,826,021,773",XRP,14 September 2022
267,Cardano,16454422063.67,0.4814,"34,182,044,153",ADA,14 September 2022
268,Solana,12062868030.94,34.09,"353,837,270",SOL,14 September 2022
269,Dogecoin,8115822873.22,0.06117,"132,670,764,300",DOGE,14 September 2022
270,Polkadot,8046879731.73,7.2,"1,117,131,532",DOT,14 September 2022
271,Polygon,7553344650.3,0.8648,"8,734,317,475",MATIC,14 September 2022
272,Dai,6833988190.78,1.0,"6,833,191,732",DAI,14 September 2022
273,Shiba Inu,6696948367.06,1.22e-05,"549,063,278,876,302",SHIB,14 September 2022
274,TRON,5690535593.57,0.06161,"92,366,311,948",TRX,14 September 2022
275,Avalanche,5653859992.02,19.12,"295,692,224",AVAX,14 September 2022
276,Ethereum Classic,5382770480.61,39.33,"136,876,164",ETC,14 September 2022
277,Wrapped Bitcoin,5050167740.03,20252.7,"249,358",WBTC,14 September 2022
278,Uniswap,4716715254.1,6.19,"762,208,927",UNI,14 September 2022
279,UNUS SED LEO,4636958476.27,4.86,"953,954,130",LEO,14 September 2022
280,Bitcoin,377311288517.09,19701.21,"19,151,681",BTC,15 September 2022
281,Ethereum,180110291827.77,1471.69,"122,383,023",ETH,15 September 2022
282,Tether,67883668012.0,1.0,"67,883,438,459",USDT,15 September 2022
283,USD Coin,50365831402.49,1.0,"50,357,684,017",USDC,15 September 2022
284,BNB,43691241396.3,270.81,"161,337,261",BNB,15 September 2022
285,Binance USD,20519869893.23,1.0,"20,517,253,085",BUSD,15 September 2022
286,XRP,16259959472.55,0.3263,"49,826,021,773",XRP,15 September 2022
287,Cardano,15916654286.39,0.4656,"34,182,044,153",ADA,15 September 2022
288,Solana,11698209082.79,33.05,"353,979,714",SOL,15 September 2022
289,Dogecoin,7799886203.11,0.05879,"132,670,764,300",DOGE,15 September 2022
290,Polkadot,7740081393.08,6.93,"1,117,451,130",DOT,15 September 2022
291,Polygon,7199690329.07,0.8243,"8,734,317,475",MATIC,15 September 2022
292,Dai,6831512259.31,0.9997,"6,833,601,121",DAI,15 September 2022
293,Shiba Inu,6424992401.52,1.17e-05,"549,063,278,876,302",SHIB,15 September 2022
294,TRON,5657626325.33,0.06125,"92,364,838,019",TRX,15 September 2022
295,Avalanche,5377747289.52,18.19,"295,706,598",AVAX,15 September 2022
296,Wrapped Bitcoin,4912436289.95,19700.36,"249,358",WBTC,15 September 2022
297,Ethereum Classic,4872882956.0,35.59,"136,899,978",ETC,15 September 2022
298,UNUS SED LEO,4658766509.58,4.88,"953,954,130",LEO,15 September 2022
299,Uniswap,4483783771.59,5.88,"762,209,327",UNI,15 September 2022
