,Name,Market_cap,price,circulating_supply,symbol,Date
901,Ethereum,175325880262.72,1432.45,"122,396,005",ETH,16 September 2022
902,Tether,67922151759.85,1.0,"67,923,438,459",USDT,16 September 2022
903,USD Coin,50237341232.62,1.0,"50,231,397,630",USDC,16 September 2022
904,BNB,44312018097.58,274.65,"161,337,261",BNB,16 September 2022
905,Binance USD,20525097933.48,1.0,"20,517,253,085",BUSD,16 September 2022
906,XRP,17772325398.84,0.3567,"49,826,021,773",XRP,16 September 2022
907,Cardano,16206589909.19,0.4741,"34,182,044,153",ADA,16 September 2022
908,Solana,11401260515.46,32.21,"353,979,043",SOL,16 September 2022
909,Dogecoin,8016372777.33,0.06042,"132,670,764,300",DOGE,16 September 2022
910,Polkadot,7708941429.48,6.9,"1,117,749,330",DOT,16 September 2022
911,Polygon,7040264369.33,0.806,"8,734,317,475",MATIC,16 September 2022
912,Dai,6834063123.32,1.0,"6,833,254,578",DAI,16 September 2022
913,Shiba Inu,6344519176.46,1.156e-05,"549,063,278,876,302",SHIB,16 September 2022
914,TRON,5661057606.0,0.06129,"92,362,816,707",TRX,16 September 2022
915,Avalanche,5339591172.33,18.06,"295,714,137",AVAX,16 September 2022
916,Wrapped Bitcoin,4914376534.34,19747.74,"248,858",WBTC,16 September 2022
917,Cosmos,4752116674.9,16.59,"286,370,297",ATOM,16 September 2022
918,UNUS SED LEO,4700752185.49,4.93,"953,954,130",LEO,16 September 2022
919,Ethereum Classic,4662071430.94,34.05,"136,912,646",ETC,16 September 2022
920,Bitcoin,385513277844.78,20127.58,"19,153,487",BTC,17 September 2022
921,Ethereum,179913195986.6,1469.74,"122,411,443",ETH,17 September 2022
922,Tether,67930189531.4,1.0,"67,923,548,349",USDT,17 September 2022
923,USD Coin,50212373449.24,1.0,"50,210,783,408",USDC,17 September 2022
924,BNB,45053322422.86,279.25,"161,337,261",BNB,17 September 2022
925,Binance USD,20514799792.56,0.9999,"20,517,253,085",BUSD,17 September 2022
926,XRP,18784590638.59,0.377,"49,826,021,773",XRP,17 September 2022
927,Cardano,16651995880.68,0.4872,"34,182,044,153",ADA,17 September 2022
928,Solana,11947252004.48,33.75,"353,984,493",SOL,17 September 2022
929,Dogecoin,8253483488.19,0.06221,"132,670,764,300",DOGE,17 September 2022
930,Polkadot,7897804208.74,7.06,"1,118,094,755",DOT,17 September 2022
931,Polygon,7244979964.98,0.8295,"8,734,317,475",MATIC,17 September 2022
932,Dai,6835308977.27,1.0,"6,834,236,391",DAI,17 September 2022
933,Shiba Inu,6561214020.29,1.195e-05,"549,063,278,876,302",SHIB,17 September 2022
934,TRON,5753028923.05,0.06229,"92,362,251,185",TRX,17 September 2022
935,Avalanche,5465934085.01,18.48,"295,726,230",AVAX,17 September 2022
936,Wrapped Bitcoin,5005773501.44,20115.0,"248,858",WBTC,17 September 2022
937,UNUS SED LEO,4752153534.46,4.98,"953,954,130",LEO,17 September 2022
938,Ethereum Classic,4714839818.02,34.44,"136,918,211",ETC,17 September 2022
939,Cosmos,4716638642.66,16.47,"286,370,297",ATOM,17 September 2022
940,Bitcoin,371970445843.39,19419.51,"19,154,475",BTC,18 September 2022
941,Ethereum,163478613611.79,1335.33,"122,425,707",ETH,18 September 2022
942,Tether,67925116253.37,1.0,"67,923,548,347",USDT,18 September 2022
943,USD Coin,50190456315.35,1.0,"50,186,584,186",USDC,18 September 2022
944,BNB,42966238264.79,266.31,"161,337,261",BNB,18 September 2022
945,Binance USD,20527981756.14,1.0,"20,517,253,085",BUSD,18 September 2022
946,XRP,17853819362.85,0.3583,"49,826,021,773",XRP,18 September 2022
947,Cardano,15285735911.44,0.4472,"34,182,044,153",ADA,18 September 2022
948,Solana,10998783712.54,31.06,"354,115,753",SOL,18 September 2022
949,Dogecoin,7631164741.49,0.05752,"132,670,764,300",DOGE,18 September 2022
950,Polkadot,7206244607.15,6.45,"1,118,073,007",DOT,18 September 2022
951,Dai,6880542889.86,0.9994,"6,884,906,042",DAI,18 September 2022
952,Polygon,6580625182.11,0.7534,"8,734,317,475",MATIC,18 September 2022
953,Shiba Inu,5832050551.52,1.062e-05,"549,063,278,876,302",SHIB,18 September 2022
954,TRON,5622583149.21,0.06088,"92,361,940,870",TRX,18 September 2022
955,Avalanche,4948268478.12,16.73,"295,729,207",AVAX,18 September 2022
956,Wrapped Bitcoin,4826847895.18,19396.01,"248,858",WBTC,18 September 2022
957,UNUS SED LEO,4440589259.44,4.65,"953,954,130",LEO,18 September 2022
958,Cosmos,4201999328.21,14.67,"286,370,297",ATOM,18 September 2022
959,Uniswap,4172427632.91,5.47,"762,209,327",UNI,18 September 2022
960,Bitcoin,374373522207.38,19544.13,"19,155,293",BTC,19 September 2022
961,Ethereum,168666096121.15,1377.54,"122,439,953",ETH,19 September 2022
962,Tether,67930765402.74,1.0,"67,923,548,347",USDT,19 September 2022
963,USD Coin,50015034269.87,0.9999,"50,021,388,914",USDC,19 September 2022
964,BNB,43894998284.41,272.07,"161,337,261",BNB,19 September 2022
965,Binance USD,20510266959.46,0.9997,"20,517,253,085",BUSD,19 September 2022
966,XRP,19295117861.88,0.3871,"49,848,747,475",XRP,19 September 2022
967,Cardano,15501693540.52,0.4535,"34,182,044,153",ADA,19 September 2022
968,Solana,11568250432.08,32.69,"353,928,191",SOL,19 September 2022
969,Dogecoin,7776109587.48,0.05861,"132,670,764,300",DOGE,19 September 2022
970,Polkadot,7285022884.14,6.4,"1,138,834,519",DOT,19 September 2022
971,Dai,6831651062.35,0.9993,"6,836,113,330",DAI,19 September 2022
972,Polygon,6690823355.02,0.766,"8,734,317,475",MATIC,19 September 2022
973,Shiba Inu,6039140337.31,1.1e-05,"549,063,278,876,302",SHIB,19 September 2022
974,TRON,5572581903.47,0.06034,"92,360,247,632",TRX,19 September 2022
975,Avalanche,5117881890.11,17.3,"295,750,682",AVAX,19 September 2022
976,Wrapped Bitcoin,4864590900.05,19547.68,"248,858",WBTC,19 September 2022
977,Cosmos,4477286970.76,15.63,"286,370,297",ATOM,19 September 2022
978,UNUS SED LEO,4438285705.54,4.65,"953,954,130",LEO,19 September 2022
979,Uniswap,4181991008.49,5.49,"762,209,327",UNI,19 September 2022
980,Bitcoin,361876433047.06,18890.79,"19,156,237",BTC,20 September 2022
981,Ethereum,162176944252.62,1324.39,"122,454,231",ETH,20 September 2022
982,Tether,67927770088.16,1.0,"67,923,668,227",USDT,20 September 2022
983,USD Coin,50213230569.4,0.9999,"50,215,837,599",USDC,20 September 2022
984,BNB,42975342722.63,266.37,"161,337,261",BNB,20 September 2022
985,XRP,20696344827.16,0.4152,"49,848,747,475",XRP,20 September 2022
986,Binance USD,20497275963.12,0.999,"20,517,253,085",BUSD,20 September 2022
987,Cardano,15105002743.81,0.4419,"34,182,044,153",ADA,20 September 2022
988,Solana,11125013748.05,31.43,"353,927,389",SOL,20 September 2022
989,Dogecoin,7750170210.87,0.05842,"132,670,764,300",DOGE,20 September 2022
990,Polkadot,7207125406.17,6.28,"1,147,592,058",DOT,20 September 2022
991,Dai,6874736727.6,0.9995,"6,878,503,178",DAI,20 September 2022
992,Polygon,6404687889.35,0.7333,"8,734,317,475",MATIC,20 September 2022
993,Shiba Inu,5780346200.15,1.053e-05,"549,063,278,876,302",SHIB,20 September 2022
994,TRON,5518279442.56,0.05975,"92,358,647,755",TRX,20 September 2022
995,Avalanche,4929686955.94,16.67,"295,768,247",AVAX,20 September 2022
996,Wrapped Bitcoin,4631122650.26,18886.58,"245,207",WBTC,20 September 2022
997,UNUS SED LEO,4534641720.49,4.75,"953,954,130",LEO,20 September 2022
998,Uniswap,4042236772.12,5.3,"762,209,327",UNI,20 September 2022
999,Cosmos,3990171772.64,13.93,"286,370,297",ATOM,20 September 2022
1000,Bitcoin,355314855623.96,18547.4,"19,157,125",BTC,21 September 2022
1001,Ethereum,153404799857.84,1252.61,"122,468,337",ETH,21 September 2022
1002,Tether,67968428582.21,1.0,"67,962,568,222",USDT,21 September 2022
1003,USD Coin,50010199691.32,1.0,"50,004,558,001",USDC,21 September 2022
1004,BNB,42720828474.81,264.79,"161,337,261",BNB,21 September 2022
1005,Binance USD,20523349894.16,1.0,"20,517,253,085",BUSD,21 September 2022
1006,XRP,19781367192.78,0.3968,"49,848,747,475",XRP,21 September 2022
1007,Cardano,15079724851.93,0.4412,"34,182,044,153",ADA,21 September 2022
1008,Solana,10914413725.92,30.83,"354,060,855",SOL,21 September 2022
1009,Dogecoin,7615814270.56,0.0574,"132,670,764,300",DOGE,21 September 2022
1010,Dai,6876149457.83,1.0,"6,875,815,820",DAI,21 September 2022
1011,Polkadot,6889078956.48,6.16,"1,119,133,368",DOT,21 September 2022
1012,Polygon,6150916343.52,0.7042,"8,734,317,475",MATIC,21 September 2022
1013,Shiba Inu,5719399827.43,1.042e-05,"549,063,278,876,302",SHIB,21 September 2022
1014,TRON,5466959511.54,0.05919,"92,357,115,369",TRX,21 September 2022
1015,Avalanche,4916137150.54,16.62,"295,829,993",AVAX,21 September 2022
1016,Wrapped Bitcoin,4541477394.59,18520.99,"245,207",WBTC,21 September 2022
1017,UNUS SED LEO,4122601007.59,4.32,"953,954,130",LEO,21 September 2022
1018,Uniswap,4090128375.24,5.37,"762,209,327",UNI,21 September 2022
1019,Cosmos,3854245058.02,13.46,"286,370,297",ATOM,21 September 2022
1020,Bitcoin,371923967755.43,19413.55,"19,157,956",BTC,22 September 2022
1021,Ethereum,162617761175.92,1327.68,"122,482,635",ETH,22 September 2022
1022,Tether,67968530325.41,1.0,"67,969,594,332",USDT,22 September 2022
1023,USD Coin,49906300345.75,0.9999,"49,910,312,207",USDC,22 September 2022
1024,BNB,44448461252.43,275.5,"161,337,261",BNB,22 September 2022
1025,XRP,24181658724.78,0.4851,"49,848,747,475",XRP,22 September 2022
1026,Binance USD,20511533464.42,0.9997,"20,517,253,085",BUSD,22 September 2022
1027,Cardano,15709058102.27,0.459,"34,227,071,578",ADA,22 September 2022
1028,Solana,11489673166.13,32.41,"354,522,115",SOL,22 September 2022
1029,Dogecoin,7906993347.73,0.0596,"132,670,764,300",DOGE,22 September 2022
1030,Polkadot,7218132236.96,6.45,"1,119,472,990",DOT,22 September 2022
1031,Dai,6932384712.94,0.9997,"6,934,563,423",DAI,22 September 2022
1032,Polygon,6575468117.21,0.7528,"8,734,317,475",MATIC,22 September 2022
1033,Shiba Inu,5960047339.09,1.085e-05,"549,063,278,876,302",SHIB,22 September 2022
1034,TRON,5565365787.48,0.06026,"92,355,737,962",TRX,22 September 2022
1035,Avalanche,5234078388.68,17.69,"295,863,660",AVAX,22 September 2022
1036,Wrapped Bitcoin,4745731135.72,19393.52,"244,707",WBTC,22 September 2022
1037,UNUS SED LEO,4683804120.5,4.91,"953,954,130",LEO,22 September 2022
1038,Uniswap,4374186563.12,5.74,"762,209,327",UNI,22 September 2022
1039,Cosmos,4195284789.38,14.65,"286,370,297",ATOM,22 September 2022
1040,Bitcoin,369718966324.75,19297.64,"19,158,768",BTC,23 September 2022
1041,Ethereum,162707764850.43,1328.26,"122,496,965",ETH,23 September 2022
1042,Tether,67953444671.53,1.0,"67,954,703,168",USDT,23 September 2022
1043,USD Coin,49740906430.95,1.0,"49,741,258,322",USDC,23 September 2022
1044,BNB,44630120017.99,276.63,"161,337,261",BNB,23 September 2022
1045,XRP,25281849965.96,0.5072,"49,848,747,475",XRP,23 September 2022
1046,Binance USD,20521006030.2,1.0,"20,517,253,085",BUSD,23 September 2022
1047,Cardano,15806751682.96,0.4618,"34,227,044,687",ADA,23 September 2022
1048,Solana,11939083169.38,33.68,"354,521,257",SOL,23 September 2022
1049,Dogecoin,8402822198.25,0.06334,"132,670,764,300",DOGE,23 September 2022
1050,Polkadot,7209385357.75,6.44,"1,119,805,523",DOT,23 September 2022
1051,Dai,6981670713.76,1.0,"6,980,800,264",DAI,23 September 2022
1052,Polygon,6801499268.02,0.7787,"8,734,317,475",MATIC,23 September 2022
1053,Shiba Inu,6081444331.86,1.108e-05,"549,063,278,876,302",SHIB,23 September 2022
1054,TRON,5582565735.11,0.06045,"92,354,196,550",TRX,23 September 2022
1055,Avalanche,5313759603.04,17.96,"295,870,038",AVAX,23 September 2022
1056,Wrapped Bitcoin,4711385754.49,19253.17,"244,707",WBTC,23 September 2022
1057,Uniswap,4506487676.03,5.91,"762,209,327",UNI,23 September 2022
1058,Cosmos,4073111354.27,14.22,"286,370,297",ATOM,23 September 2022
1059,UNUS SED LEO,4056187989.41,4.25,"953,954,130",LEO,23 September 2022
1060,Bitcoin,362826506171.96,18937.01,"19,159,650",BTC,24 September 2022
1061,Ethereum,161469074852.22,1317.99,"122,511,307",ETH,24 September 2022
1062,Tether,67958076847.44,1.0,"67,954,703,169",USDT,24 September 2022
1063,USD Coin,49713335644.32,1.0,"49,714,659,693",USDC,24 September 2022
1064,BNB,44389589746.58,275.14,"161,337,261",BNB,24 September 2022
1065,XRP,24361892063.93,0.4887,"49,848,747,475",XRP,24 September 2022
1066,Binance USD,20517400034.73,1.0,"20,517,253,085",BUSD,24 September 2022
1067,Cardano,15456926001.25,0.4516,"34,227,046,930",ADA,24 September 2022
1068,Solana,11867593382.62,33.46,"354,651,916",SOL,24 September 2022
1069,Dogecoin,8389312728.01,0.06323,"132,670,764,300",DOGE,24 September 2022
1070,Polkadot,7032633872.06,6.28,"1,120,143,757",DOT,24 September 2022
1071,Dai,6928618160.62,0.9996,"6,931,711,734",DAI,24 September 2022
1072,Polygon,6587080201.3,0.7542,"8,734,317,475",MATIC,24 September 2022
1073,Shiba Inu,6177862514.06,1.125e-05,"549,063,278,876,302",SHIB,24 September 2022
1074,TRON,5529331474.48,0.05987,"92,353,494,915",TRX,24 September 2022
1075,Avalanche,5214459647.32,17.62,"295,879,445",AVAX,24 September 2022
1076,Wrapped Bitcoin,4628337637.04,18913.79,"244,707",WBTC,24 September 2022
1077,Uniswap,4422905671.68,5.8,"762,209,327",UNI,24 September 2022
1078,UNUS SED LEO,4063147211.66,4.26,"953,954,130",LEO,24 September 2022
1079,Ethereum Classic,3936646909.4,28.73,"137,039,801",ETC,24 September 2022
1080,Bitcoin,360259346858.06,18802.1,"19,160,593",BTC,25 September 2022
1081,Ethereum,158574740489.22,1294.22,"122,525,641",ETH,25 September 2022
1082,Tether,67958406853.25,1.0,"67,954,703,169",USDT,25 September 2022
1083,USD Coin,49589400501.4,1.0,"49,590,970,990",USDC,25 September 2022
1084,BNB,44216290548.63,274.06,"161,337,261",BNB,25 September 2022
1085,XRP,24556855663.57,0.4926,"49,848,747,475",XRP,25 September 2022
1086,Binance USD,20530509098.27,1.0,"20,517,253,085",BUSD,25 September 2022
1087,Cardano,15273923717.7,0.4462,"34,232,058,649",ADA,25 September 2022
1088,Solana,11467768425.61,32.34,"354,651,021",SOL,25 September 2022
1089,Dogecoin,8113072988.21,0.06115,"132,670,764,300",DOGE,25 September 2022
1090,Polkadot,6948259923.1,6.2,"1,120,479,815",DOT,25 September 2022
1091,Dai,6928906124.27,0.9998,"6,930,104,611",DAI,25 September 2022
1092,Polygon,6465041548.81,0.7402,"8,734,317,475",MATIC,25 September 2022
1093,Shiba Inu,6047944320.56,1.102e-05,"549,063,278,876,302",SHIB,25 September 2022
1094,TRON,5516020772.38,0.05973,"92,353,275,161",TRX,25 September 2022
1095,Avalanche,5128038285.61,17.33,"295,884,274",AVAX,25 September 2022
1096,Wrapped Bitcoin,4599096009.5,18794.29,"244,707",WBTC,25 September 2022
1097,Uniswap,4324026545.47,5.67,"762,209,327",UNI,25 September 2022
1098,Cosmos,4014201600.39,14.02,"286,370,297",ATOM,25 September 2022
1099,UNUS SED LEO,3892429897.26,4.08,"953,954,130",LEO,25 September 2022
1100,Bitcoin,368335944295.85,19222.67,"19,161,537",BTC,26 September 2022
1101,Ethereum,163630053851.66,1335.32,"122,539,933",ETH,26 September 2022
1102,Tether,67955303187.66,1.0,"67,956,001,970",USDT,26 September 2022
1103,USD Coin,49369158092.96,1.0,"49,361,024,224",USDC,26 September 2022
1104,BNB,44517443601.68,275.93,"161,337,261",BNB,26 September 2022
1105,XRP,23337442440.17,0.4677,"49,900,666,456",XRP,26 September 2022
1106,Binance USD,20512640527.05,0.9998,"20,517,253,085",BUSD,26 September 2022
1107,Cardano,15295559862.06,0.4468,"34,236,903,887",ADA,26 September 2022
1108,Solana,12020234575.12,33.88,"354,782,715",SOL,26 September 2022
1109,Dogecoin,8104729435.31,0.06109,"132,670,764,300",DOGE,26 September 2022
1110,Polkadot,7378411455.55,6.55,"1,126,319,965",DOT,26 September 2022
1111,Dai,6920883714.81,0.9999,"6,921,794,538",DAI,26 September 2022
1112,Polygon,6592258703.31,0.7548,"8,734,317,475",MATIC,26 September 2022
1113,Shiba Inu,6102057497.66,1.111e-05,"549,063,278,876,302",SHIB,26 September 2022
1114,TRON,5499304150.76,0.05955,"92,351,501,151",TRX,26 September 2022
1115,Avalanche,5190636755.15,17.54,"295,896,609",AVAX,26 September 2022
1116,Wrapped Bitcoin,4702082596.09,19215.15,"244,707",WBTC,26 September 2022
1117,Uniswap,4510139632.11,5.92,"762,209,327",UNI,26 September 2022
1118,Cosmos,3979685010.01,13.9,"286,370,297",ATOM,26 September 2022
1119,Ethereum Classic,3898947674.15,28.44,"137,073,861",ETC,26 September 2022
1120,Bitcoin,366202733264.29,19110.55,"19,162,337",BTC,27 September 2022
1121,Ethereum,163012762380.91,1330.13,"122,554,219",ETH,27 September 2022
1122,Tether,67954830951.82,1.0,"67,956,206,765",USDT,27 September 2022
1123,USD Coin,49212281314.4,1.0,"49,206,247,660",USDC,27 September 2022
1124,BNB,43948518789.43,272.4,"161,337,261",BNB,27 September 2022
1125,XRP,22394230953.61,0.4488,"49,900,666,456",XRP,27 September 2022
1126,Binance USD,21067222315.61,1.0,"21,042,229,623",BUSD,27 September 2022
1127,Cardano,15130373751.0,0.4419,"34,240,111,225",ADA,27 September 2022
1128,Solana,11619152543.75,32.75,"354,781,887",SOL,27 September 2022
1129,Dogecoin,8041040939.71,0.06061,"132,670,764,300",DOGE,27 September 2022
1130,Polkadot,7157643488.03,6.38,"1,121,150,276",DOT,27 September 2022
1131,Dai,6908077130.6,0.9998,"6,909,366,667",DAI,27 September 2022
1132,Polygon,6466943409.46,0.7404,"8,734,317,475",MATIC,27 September 2022
1133,Shiba Inu,6108160428.64,1.112e-05,"549,063,278,876,302",SHIB,27 September 2022
1134,TRON,5486334285.55,0.05941,"92,347,331,286",TRX,27 September 2022
1135,Avalanche,5121386053.31,17.31,"295,902,333",AVAX,27 September 2022
1136,Uniswap,4874218390.81,6.39,"762,209,327",UNI,27 September 2022
1137,Wrapped Bitcoin,4685608555.03,19108.83,"245,206",WBTC,27 September 2022
1138,Chainlink,3969292675.65,8.07,"491,599,970",LINK,27 September 2022
1139,UNUS SED LEO,3943055510.38,4.13,"953,954,130",LEO,27 September 2022
1140,Bitcoin,372279603227.33,19426.72,"19,163,275",BTC,28 September 2022
1141,Ethereum,163924504660.62,1337.41,"122,568,545",ETH,28 September 2022
1142,Tether,67954608843.37,1.0,"67,956,206,763",USDT,28 September 2022
1143,USD Coin,48878962549.54,1.0,"48,878,425,799",USDC,28 September 2022
1144,BNB,45461808207.99,281.78,"161,337,261",BNB,28 September 2022
1145,XRP,22488810461.26,0.4507,"49,900,666,456",XRP,28 September 2022
1146,Binance USD,21037591069.04,0.9998,"21,042,229,623",BUSD,28 September 2022
1147,Cardano,14972857893.74,0.4373,"34,240,092,590",ADA,28 September 2022
1148,Solana,11791307083.53,33.24,"354,781,148",SOL,28 September 2022
1149,Dogecoin,8042838683.79,0.06062,"132,670,764,300",DOGE,28 September 2022
1150,Polkadot,7169186042.58,6.39,"1,121,246,027",DOT,28 September 2022
1151,Dai,6859332750.72,0.9994,"6,863,531,863",DAI,28 September 2022
1152,Polygon,6527789059.46,0.7474,"8,734,317,475",MATIC,28 September 2022
1153,Shiba Inu,6103671736.9,1.112e-05,"549,063,278,876,302",SHIB,28 September 2022
1154,TRON,5503288520.21,0.05959,"92,345,222,419",TRX,28 September 2022
1155,Avalanche,5106863038.94,17.26,"295,921,590",AVAX,28 September 2022
1156,Uniswap,4999949378.59,6.56,"762,209,327",UNI,28 September 2022
1157,Wrapped Bitcoin,4765947503.62,19436.47,"245,206",WBTC,28 September 2022
1158,UNUS SED LEO,3932870545.59,4.12,"953,954,130",LEO,28 September 2022
1159,Chainlink,3841451627.93,7.81,"491,599,970",LINK,28 September 2022
1160,Bitcoin,375100872175.06,19573.05,"19,164,150",BTC,29 September 2022
1161,Ethereum,163728077712.86,1335.65,"122,582,853",ETH,29 September 2022
1162,Tether,67961601505.28,1.0,"67,956,206,763",USDT,29 September 2022
1163,USD Coin,48584261459.3,1.0,"48,578,227,324",USDC,29 September 2022
1164,BNB,45785742688.12,283.79,"161,337,261",BNB,29 September 2022
1165,XRP,24222633572.72,0.4854,"49,900,666,456",XRP,29 September 2022
1166,Binance USD,21044432921.15,1.0,"21,042,229,623",BUSD,29 September 2022
1167,Cardano,15002962316.64,0.4382,"34,240,067,293",ADA,29 September 2022
1168,Solana,12050180083.22,33.95,"354,913,436",SOL,29 September 2022
1169,Dogecoin,8056784084.27,0.06073,"132,670,764,300",DOGE,29 September 2022
1170,Polkadot,7250289514.97,6.43,"1,127,078,718",DOT,29 September 2022
1171,Dai,6874612304.39,1.0,"6,874,026,935",DAI,29 September 2022
1172,Polygon,6668772433.82,0.7635,"8,734,317,475",MATIC,29 September 2022
1173,Shiba Inu,6105758606.3,1.112e-05,"549,063,278,876,302",SHIB,29 September 2022
1174,TRON,5635938393.41,0.06103,"92,343,635,497",TRX,29 September 2022
1175,Avalanche,5133911510.9,17.35,"295,925,901",AVAX,29 September 2022
1176,Uniswap,4857991848.33,6.37,"762,209,327",UNI,29 September 2022
1177,Wrapped Bitcoin,4793396446.39,19548.41,"245,206",WBTC,29 September 2022
1178,UNUS SED LEO,4010287177.64,4.2,"953,954,130",LEO,29 September 2022
1179,Chainlink,3884215846.24,7.9,"491,599,970",LINK,29 September 2022
1180,Bitcoin,372414733487.44,19431.79,"19,165,231",BTC,30 September 2022
1181,Ethereum,162806430080.6,1327.98,"122,597,175",ETH,30 September 2022
1182,Tether,67959536956.06,1.0,"67,956,206,753",USDT,30 September 2022
1183,USD Coin,47377375041.04,1.0,"47,374,231,387",USDC,30 September 2022
1184,BNB,45850807478.85,284.19,"161,337,261",BNB,30 September 2022
1185,XRP,23941064801.58,0.4798,"49,900,666,456",XRP,30 September 2022
1186,Binance USD,21042300498.38,1.0,"21,042,229,623",BUSD,30 September 2022
1187,Cardano,14876397351.68,0.4344,"34,244,721,657",ADA,30 September 2022
1188,Solana,11787522154.36,33.21,"354,912,814",SOL,30 September 2022
1189,Dogecoin,8179518753.23,0.06165,"132,670,764,300",DOGE,30 September 2022
1190,Polkadot,7085438248.0,6.32,"1,121,967,578",DOT,30 September 2022
1191,Dai,6865249126.6,0.9998,"6,866,498,257",DAI,30 September 2022
1192,Polygon,6790462372.76,0.7774,"8,734,317,475",MATIC,30 September 2022
1193,Shiba Inu,6213123257.86,1.132e-05,"549,063,278,876,302",SHIB,30 September 2022
1194,TRON,5634130069.46,0.06101,"92,341,833,046",TRX,30 September 2022
1195,Avalanche,5089442227.99,17.2,"295,963,244",AVAX,30 September 2022
1196,Uniswap,4916393296.37,6.45,"762,209,327",UNI,30 September 2022
1197,Wrapped Bitcoin,4756996442.68,19427.69,"244,856",WBTC,30 September 2022
1198,UNUS SED LEO,3996808452.13,4.19,"953,954,130",LEO,30 September 2022
1199,Litecoin,3806393350.21,53.4,"71,284,731",LTC,30 September 2022
